CD,CSPA category,is CD,ENTREZ ac,ENTREZ gene symbol,Experiment tag,ID link,UP entry name,celltype (Table!S4!statistics$1),Count Detection In Different Cell Types,Num Unique Peps,Organism,Protein Probability
no,2 - putative,non CD,10678,B3GNT2,T98G,Q9NY97,B3GN2_HUMAN,T98G,10,1,Human,0.9963
no,2 - putative,non CD,55069,C7orf42,T98G,Q9NWD8,CG042_HUMAN,T98G,13,1,Human,0.9963
no,2 - putative,non CD,6785,ELOVL4,T98G,Q9GZR5,ELOV4_HUMAN,T98G,8,1,Human,0.9589
no,2 - putative,non CD,2548,GAA,T98G,P10253,LYAG_HUMAN,T98G,10,1,Human,0.9963
no,2 - putative,non CD,63917,GALNT11,T98G,Q8NCW6,GLT11_HUMAN,T98G,4,1,Human,0.9945
no,2 - putative,non CD,83468,GLT8D2,T98G,Q9H1C3,GL8D2_HUMAN,T98G,2,1,Human,0.8663
no,2 - putative,non CD,9772,KIAA0195,T98G,Q12767,K0195_HUMAN,T98G,9,1,Human,0.9934
no,2 - putative,non CD,9813,KIAA0494,T98G,O75071,K0494_HUMAN,T98G,5,1,Human,0.9963
no,2 - putative,non CD,29956,LASS2,T98G,Q96G23,LASS2_HUMAN,T98G,5,1,Human,0.9963
no,2 - putative,non CD,56262,LRRC8A,T98G,Q8IWT6,LRC8A_HUMAN,T98G,23,1,Human,0.9963
no,2 - putative,non CD,4249,MGAT5,T98G,Q09328,MGT5A_HUMAN,T98G,10,1,Human,0.9963
no,2 - putative,non CD,57326,PBXIP1,T98G,Q96AQ6,PBIP1_HUMAN,T98G,8,1,Human,0.9963
no,2 - putative,non CD,94005,PIGS,T98G,Q96S52,PIGS_HUMAN,T98G,22,1,Human,0.996
no,2 - putative,non CD,6263,RYR3,T98G,Q15413,RYR3_HUMAN,T98G,8,1,Human,0.9215
no,2 - putative,non CD,4891,SLC11A2,T98G,P49281,NRAM2_HUMAN,T98G,32,1,Human,0.9945
no,2 - putative,non CD,6558,SLC12A2,T98G,P55011,S12A2_HUMAN,T98G,35,1,Human,0.9926
no,2 - putative,non CD,6542,SLC7A2,T98G,P52569,CTR2_HUMAN,T98G,8,1,Human,0.996
no,2 - putative,non CD,84679,SLC9A7,T98G,Q96T83,SL9A7_HUMAN,T98G,31,1,Human,0.9963
no,2 - putative,non CD,6856,SYPL1,T98G,Q16563,SYPL1_HUMAN,T98G,42,1,Human,0.9963
no,2 - putative,non CD,114795,TMEM132B,T98G,Q14DG7,T132B_HUMAN,T98G,3,1,Human,0.9963
no,2 - putative,non CD,55248,TMEM206,T98G,Q9H813,TM206_HUMAN,T98G,39,1,Human,0.9963
no,2 - putative,non CD,7225,TRPC6,T98G,Q9Y210,TRPC6_HUMAN,T98G,2,1,Human,0.7941
no,2 - putative,non CD,27075,TSPAN13,T98G,O95857,TSN13_HUMAN,T98G,21,1,Human,0.9963
no,2 - putative,non CD,10099,TSPAN3,T98G,O60637,TSN3_HUMAN,T98G,40,1,Human,0.9963
no,2 - putative,non CD,6302,TSPAN31,T98G,Q12999,TSN31_HUMAN,T98G,3,1,Human,0.9963
no,2 - putative,non CD,7105,TSPAN6,T98G,O43657,TSN6_HUMAN,T98G,20,1,Human,0.9949
no,2 - putative,non CD,115,ADCY9,T98G,O60503,ADCY9_HUMAN,T98G,37,2,Human,1
no,2 - putative,non CD,535,ATP6V0A1,T98G,Q93050,VPP1_HUMAN,T98G,18,2,Human,1
no,2 - putative,non CD,55501,CHST12,T98G,Q9NRB3,CHSTC_HUMAN,T98G,11,2,Human,0.9999
no,2 - putative,non CD,56650,CLDND1,T98G,Q9NY35,CLDN1_HUMAN,T98G,46,2,Human,1
no,2 - putative,non CD,1209,CLPTM1,T98G,O96005,CLPT1_HUMAN,T98G,20,2,Human,1
no,2 - putative,non CD,2014,EMP3,T98G,P54852,EMP3_HUMAN,T98G,32,2,Human,1
no,2 - putative,non CD,27333,GOLIM4,T98G,O00461,GOLI4_HUMAN,T98G,13,2,Human,1
no,2 - putative,non CD,0,IKIP,T98G,Q70UQ0,IKIP_HUMAN,T98G,11,2,Human,1
no,2 - putative,non CD,54928,IMPAD1,T98G,Q9NX62,IMPA3_HUMAN,T98G,13,2,Human,1
no,2 - putative,non CD,91289,LMF2,T98G,Q9BU23,LMF2_HUMAN,T98G,11,2,Human,1
no,2 - putative,non CD,23646,PLD3,T98G,Q8IV08,PLD3_HUMAN,T98G,23,2,Human,1
no,2 - putative,non CD,57142,RTN4,T98G,Q9NQC3,RTN4_HUMAN,T98G,10,2,Human,0.9999
no,2 - putative,non CD,950,SCARB2,T98G,Q14108,SCRB2_HUMAN,T98G,34,2,Human,1
no,2 - putative,non CD,6573,SLC19A1,T98G,P41440,S19A1_HUMAN,T98G,34,2,Human,0.9999
no,2 - putative,non CD,1836,SLC26A2,T98G,P50443,S26A2_HUMAN,T98G,27,2,Human,1
no,2 - putative,non CD,29015,SLC43A3,T98G,Q8NBI5,S43A3_HUMAN,T98G,31,2,Human,1
no,2 - putative,non CD,285195,SLC9A9,T98G,Q8IVB4,SL9A9_HUMAN,T98G,2,2,Human,1
no,2 - putative,non CD,57583,TMEM181,T98G,Q9P2C4,TM181_HUMAN,T98G,16,2,Human,1
no,2 - putative,non CD,55754,TMEM30A,T98G,Q9NV96,CC50A_HUMAN,T98G,34,2,Human,1
no,2 - putative,non CD,7106,TSPAN4,T98G,O14817,TSN4_HUMAN,T98G,6,2,Human,1
no,2 - putative,non CD,79065,ATG9A,T98G,Q7Z3C6,ATG9A_HUMAN,T98G,29,3,Human,1
no,2 - putative,non CD,113201,CASC4,T98G,Q6P4E1,CASC4_HUMAN,T98G,26,3,Human,1
no,2 - putative,non CD,55714,ODZ3,T98G,Q9P273,TEN3_HUMAN,T98G,23,3,Human,1
no,2 - putative,non CD,6507,SLC1A3,T98G,P43003,EAA1_HUMAN,T98G,8,3,Human,1
no,2 - putative,non CD,120103,SLC36A4,T98G,Q6YBV0,S36A4_HUMAN,T98G,10,3,Human,1
no,2 - putative,non CD,6536,SLC6A9,T98G,P48067,SC6A9_HUMAN,T98G,21,3,Human,1
no,2 - putative,non CD,6541,SLC7A1,T98G,P30825,CTR1_HUMAN,T98G,43,3,Human,1
no,2 - putative,non CD,51435,SCARA3,T98G,Q6AZY7,SCAR3_HUMAN,T98G,6,4,Human,1
no,2 - putative,non CD,6584,SLC22A5,T98G,O76082,S22A5_HUMAN,T98G,36,4,Human,1
no,2 - putative,non CD,3703,STT3A,T98G,P46977,STT3A_HUMAN,T98G,27,4,Human,1
no,2 - putative,non CD,6509,SLC1A4,T98G,P43007,SATT_HUMAN,T98G,43,5,Human,1
no,2 - putative,non CD,6526,SLC5A3,T98G,P53794,SC5A3_HUMAN,T98G,13,5,Human,1
no,2 - putative,non CD,79158,GNPTAB,T98G,Q3T906,GNPTA_HUMAN,T98G,21,6,Human,1
no,2 - putative,non CD,57153,SLC44A2,T98G,Q8IWA5,CTL2_HUMAN,T98G,47,6,Human,1
no,2 - putative,non CD,23670,TMEM2,T98G,Q9UHN6,TMEM2_HUMAN,T98G,36,6,Human,1
no,2 - putative,non CD,201595,STT3B,T98G,Q8TCJ2,STT3B_HUMAN,T98G,34,7,Human,1
no,2 - putative,non CD,6510,SLC1A5,T98G,Q15758,AAAT_HUMAN,T98G,38,10,Human,1
no,2 - putative,non CD,2316,FLNA,T98G,P21333,FLNA_HUMAN,T98G,21,11,Human,1
no,2 - putative,non CD,83986,ITFG3,T98G,Q9H0X4,ITFG3_HUMAN,T98G,46,13,Human,1
no,2 - putative,non CD,81035,COLEC12,T98G,Q5KU26,COL12_HUMAN,T98G,18,20,Human,1
no,2 - putative,non CD,10057,ABCC5,U-2 OS,O15440,MRP5_HUMAN,U-2 OS,20,1,Human,0.9571
no,2 - putative,non CD,444,ASPH,U-2 OS,Q12797,ASPH_HUMAN,U-2 OS,22,1,Human,0.9961
no,2 - putative,non CD,79065,ATG9A,U-2 OS,Q7Z3C6,ATG9A_HUMAN,U-2 OS,29,1,Human,0.9961
no,2 - putative,non CD,91304,C19orf6,U-2 OS,Q4ZIN3,MBRL_HUMAN,U-2 OS,9,1,Human,0.9961
no,2 - putative,non CD,55501,CHST12,U-2 OS,Q9NRB3,CHSTC_HUMAN,U-2 OS,11,1,Human,0.9961
no,2 - putative,non CD,1203,CLN5,U-2 OS,O75503,CLN5_HUMAN,U-2 OS,2,1,Human,0.9659
no,2 - putative,non CD,2014,EMP3,U-2 OS,P54852,EMP3_HUMAN,U-2 OS,32,1,Human,0.9961
no,2 - putative,non CD,79158,GNPTAB,U-2 OS,Q3T906,GNPTA_HUMAN,U-2 OS,21,1,Human,0.9961
no,2 - putative,non CD,27333,GOLIM4,U-2 OS,O00461,GOLI4_HUMAN,U-2 OS,13,1,Human,0.9961
no,2 - putative,non CD,138050,HGSNAT,U-2 OS,Q68CP4,HGNAT_HUMAN,U-2 OS,10,1,Human,0.9934
no,2 - putative,non CD,56262,LRRC8A,U-2 OS,Q8IWT6,LRC8A_HUMAN,U-2 OS,23,1,Human,0.9961
no,2 - putative,non CD,4124,MAN2A1,U-2 OS,Q16706,MA2A1_HUMAN,U-2 OS,10,1,Human,0.9961
no,2 - putative,non CD,9562,MINPP1,U-2 OS,Q9UNW1,MINP1_HUMAN,U-2 OS,3,1,Human,0.9942
no,2 - putative,non CD,57326,PBXIP1,U-2 OS,Q96AQ6,PBIP1_HUMAN,U-2 OS,8,1,Human,0.9961
no,2 - putative,non CD,23556,PIGN,U-2 OS,O95427,PIGN_HUMAN,U-2 OS,3,1,Human,0.9961
no,2 - putative,non CD,94005,PIGS,U-2 OS,Q96S52,PIGS_HUMAN,U-2 OS,22,1,Human,0.9938
no,2 - putative,non CD,5311,PKD2,U-2 OS,Q13563,PKD2_HUMAN,U-2 OS,2,1,Human,0.9957
no,2 - putative,non CD,8612,PPAP2C,U-2 OS,O43688,LPP2_HUMAN,U-2 OS,17,1,Human,0.9961
no,2 - putative,non CD,6263,RYR3,U-2 OS,Q15413,RYR3_HUMAN,U-2 OS,8,1,Human,0.9175
no,2 - putative,non CD,22937,SCAP,U-2 OS,Q12770,SCAP_HUMAN,U-2 OS,12,1,Human,0.9961
no,2 - putative,non CD,51435,SCARA3,U-2 OS,Q6AZY7,SCAR3_HUMAN,U-2 OS,6,1,Human,0.9961
no,2 - putative,non CD,57515,SERINC1,U-2 OS,Q9NRX5,SERC1_HUMAN,U-2 OS,14,1,Human,0.9915
no,2 - putative,non CD,121260,SLC15A4,U-2 OS,Q8N697,S15A4_HUMAN,U-2 OS,16,1,Human,0.9957
no,2 - putative,non CD,10560,SLC19A2,U-2 OS,O60779,S19A2_HUMAN,U-2 OS,28,1,Human,0.9953
no,2 - putative,non CD,6584,SLC22A5,U-2 OS,O76082,S22A5_HUMAN,U-2 OS,36,1,Human,0.9961
no,2 - putative,non CD,120103,SLC36A4,U-2 OS,Q6YBV0,S36A4_HUMAN,U-2 OS,10,1,Human,0.9961
no,2 - putative,non CD,6526,SLC5A3,U-2 OS,P53794,SC5A3_HUMAN,U-2 OS,13,1,Human,0.9877
no,2 - putative,non CD,84679,SLC9A7,U-2 OS,Q96T83,SL9A7_HUMAN,U-2 OS,31,1,Human,0.9961
no,2 - putative,non CD,55248,TMEM206,U-2 OS,Q9H813,TM206_HUMAN,U-2 OS,39,1,Human,0.9961
no,2 - putative,non CD,55362,TMEM63B,U-2 OS,Q5T3F8,TM63B_HUMAN,U-2 OS,11,1,Human,0.9189
no,2 - putative,non CD,57156,TMEM63C,U-2 OS,Q9P1W3,TM63C_HUMAN,U-2 OS,4,1,Human,0.9961
no,2 - putative,non CD,27075,TSPAN13,U-2 OS,O95857,TSN13_HUMAN,U-2 OS,21,1,Human,0.9961
no,2 - putative,non CD,10099,TSPAN3,U-2 OS,O60637,TSN3_HUMAN,U-2 OS,40,1,Human,0.9961
no,2 - putative,non CD,7105,TSPAN6,U-2 OS,O43657,TSN6_HUMAN,U-2 OS,20,1,Human,0.9934
no,2 - putative,non CD,0,UNC84B,U-2 OS,Q9UH99,UN84B_HUMAN,U-2 OS,21,1,Human,0.995
CD70,2 - putative,CD,970,CD70,U-2 OS,P32970,CD70_HUMAN,U-2 OS,22,2,Human,1
no,2 - putative,non CD,115,ADCY9,U-2 OS,O60503,ADCY9_HUMAN,U-2 OS,37,2,Human,0.9999
no,2 - putative,non CD,113201,CASC4,U-2 OS,Q6P4E1,CASC4_HUMAN,U-2 OS,26,2,Human,1
no,2 - putative,non CD,81037,CLPTM1L,U-2 OS,Q96KA5,CLP1L_HUMAN,U-2 OS,3,2,Human,0.9927
no,2 - putative,non CD,54928,IMPAD1,U-2 OS,Q9NX62,IMPA3_HUMAN,U-2 OS,13,2,Human,1
no,2 - putative,non CD,55788,LMBRD1,U-2 OS,Q9NUN5,LMBD1_HUMAN,U-2 OS,22,2,Human,0.9999
no,2 - putative,non CD,91289,LMF2,U-2 OS,Q9BU23,LMF2_HUMAN,U-2 OS,11,2,Human,1
no,2 - putative,non CD,23231,SEL1L3,U-2 OS,Q68CR1,SE1L3_HUMAN,U-2 OS,7,2,Human,1
no,2 - putative,non CD,4891,SLC11A2,U-2 OS,P49281,NRAM2_HUMAN,U-2 OS,32,2,Human,1
no,2 - putative,non CD,6558,SLC12A2,U-2 OS,P55011,S12A2_HUMAN,U-2 OS,35,2,Human,1
no,2 - putative,non CD,6536,SLC6A9,U-2 OS,P48067,SC6A9_HUMAN,U-2 OS,21,2,Human,1
no,2 - putative,non CD,6856,SYPL1,U-2 OS,Q16563,SYPL1_HUMAN,U-2 OS,42,2,Human,1
no,2 - putative,non CD,54664,TMEM106B,U-2 OS,Q9NUM4,T106B_HUMAN,U-2 OS,13,2,Human,1
no,2 - putative,non CD,57583,TMEM181,U-2 OS,Q9P2C4,TM181_HUMAN,U-2 OS,16,2,Human,1
no,2 - putative,non CD,0,APMAP,U-2 OS,Q9HDC9,APMAP_HUMAN,U-2 OS,26,3,Human,1
no,2 - putative,non CD,81035,COLEC12,U-2 OS,Q5KU26,COL12_HUMAN,U-2 OS,18,3,Human,1
no,2 - putative,non CD,0,IKIP,U-2 OS,Q70UQ0,IKIP_HUMAN,U-2 OS,11,3,Human,1
no,2 - putative,non CD,6573,SLC19A1,U-2 OS,P41440,S19A1_HUMAN,U-2 OS,34,3,Human,1
no,2 - putative,non CD,29015,SLC43A3,U-2 OS,Q8NBI5,S43A3_HUMAN,U-2 OS,31,3,Human,1
no,2 - putative,non CD,55754,TMEM30A,U-2 OS,Q9NV96,CC50A_HUMAN,U-2 OS,34,3,Human,1
no,2 - putative,non CD,163590,TOR1AIP2,U-2 OS,Q8NFQ8,TOIP2_HUMAN,U-2 OS,12,3,Human,1
no,2 - putative,non CD,56650,CLDND1,U-2 OS,Q9NY35,CLDN1_HUMAN,U-2 OS,46,4,Human,1
no,2 - putative,non CD,1209,CLPTM1,U-2 OS,O96005,CLPT1_HUMAN,U-2 OS,20,4,Human,1
no,2 - putative,non CD,2548,GAA,U-2 OS,P10253,LYAG_HUMAN,U-2 OS,10,4,Human,1
no,2 - putative,non CD,55714,ODZ3,U-2 OS,Q9P273,TEN3_HUMAN,U-2 OS,23,4,Human,1
no,2 - putative,non CD,1836,SLC26A2,U-2 OS,P50443,S26A2_HUMAN,U-2 OS,27,4,Human,1
no,2 - putative,non CD,57153,SLC44A2,U-2 OS,Q8IWA5,CTL2_HUMAN,U-2 OS,47,4,Human,1
no,2 - putative,non CD,6541,SLC7A1,U-2 OS,P30825,CTR1_HUMAN,U-2 OS,43,4,Human,1
no,2 - putative,non CD,23670,TMEM2,U-2 OS,Q9UHN6,TMEM2_HUMAN,U-2 OS,36,4,Human,1
CD151,2 - putative,CD,977,CD151,U-2 OS,P48509,CD151_HUMAN,U-2 OS,24,5,Human,1
no,2 - putative,non CD,950,SCARB2,U-2 OS,Q14108,SCRB2_HUMAN,U-2 OS,34,8,Human,1
no,2 - putative,non CD,6509,SLC1A4,U-2 OS,P43007,SATT_HUMAN,U-2 OS,43,8,Human,1
no,2 - putative,non CD,6510,SLC1A5,U-2 OS,Q15758,AAAT_HUMAN,U-2 OS,38,8,Human,1
no,2 - putative,non CD,83986,ITFG3,U-2 OS,Q9H0X4,ITFG3_HUMAN,U-2 OS,46,9,Human,1
no,2 - putative,non CD,3703,STT3A,U-2 OS,P46977,STT3A_HUMAN,U-2 OS,27,9,Human,1
no,2 - putative,non CD,201595,STT3B,U-2 OS,Q8TCJ2,STT3B_HUMAN,U-2 OS,34,10,Human,1
no,2 - putative,non CD,109,ADCY3,U-251 MG,O60266,ADCY3_HUMAN,U-251 MG,16,1,Human,0.9155
no,2 - putative,non CD,415,ARSE,U-251 MG,P51690,ARSE_HUMAN,U-251 MG,2,1,Human,0.995
no,2 - putative,non CD,1388,ATF6B,U-251 MG,Q99941,ATF6B_HUMAN,U-251 MG,1,1,Human,0.9954
no,2 - putative,non CD,26580,BSCL2,U-251 MG,Q96G97,BSCL2_HUMAN,U-251 MG,3,1,Human,0.9954
no,2 - putative,non CD,91304,C19orf6,U-251 MG,Q4ZIN3,MBRL_HUMAN,U-251 MG,9,1,Human,0.9954
no,2 - putative,non CD,124583,CANT1,U-251 MG,Q8WVQ1,CANT1_HUMAN,U-251 MG,2,1,Human,0.9954
no,2 - putative,non CD,1181,CLCN2,U-251 MG,P51788,CLCN2_HUMAN,U-251 MG,7,1,Human,0.9736
no,2 - putative,non CD,1203,CLN5,U-251 MG,O75503,CLN5_HUMAN,U-251 MG,2,1,Human,0.9941
no,2 - putative,non CD,286148,DPY19L4,U-251 MG,Q7Z388,D19L4_HUMAN,U-251 MG,4,1,Human,0.9941
no,2 - putative,non CD,57089,ENTPD7,U-251 MG,Q9NQZ7,ENTP7_HUMAN,U-251 MG,2,1,Human,0.9954
no,2 - putative,non CD,10712,FAM189B,U-251 MG,P81408,F189B_HUMAN,U-251 MG,7,1,Human,0.9887
no,2 - putative,non CD,63917,GALNT11,U-251 MG,Q8NCW6,GLT11_HUMAN,U-251 MG,4,1,Human,0.926
no,2 - putative,non CD,2677,GGCX,U-251 MG,P38435,VKGC_HUMAN,U-251 MG,3,1,Human,0.9954
no,2 - putative,non CD,3708,ITPR1,U-251 MG,Q14643,ITPR1_HUMAN,U-251 MG,4,1,Human,0.9954
no,2 - putative,non CD,3710,ITPR3,U-251 MG,Q14573,ITPR3_HUMAN,U-251 MG,3,1,Human,0.9869
no,2 - putative,non CD,221496,LEMD2,U-251 MG,Q8NC56,LEMD2_HUMAN,U-251 MG,3,1,Human,0.9403
no,2 - putative,non CD,92255,LMBRD2,U-251 MG,Q68DH5,LMBD2_HUMAN,U-251 MG,8,1,Human,0.9954
no,2 - putative,non CD,23507,LRRC8B,U-251 MG,Q6P9F7,LRC8B_HUMAN,U-251 MG,9,1,Human,0.9954
no,2 - putative,non CD,4122,MAN2A2,U-251 MG,P49641,MA2A2_HUMAN,U-251 MG,4,1,Human,0.9954
no,2 - putative,non CD,51360,MBTPS2,U-251 MG,O43462,MBTP2_HUMAN,U-251 MG,7,1,Human,0.9954
no,2 - putative,non CD,256471,MFSD8,U-251 MG,Q8NHS3,MFSD8_HUMAN,U-251 MG,5,1,Human,0.9954
no,2 - putative,non CD,146664,MGAT5B,U-251 MG,Q3V5L5,MGT5B_HUMAN,U-251 MG,2,1,Human,0.9954
no,2 - putative,non CD,54872,PIGG,U-251 MG,Q5H8A4,PIGG_HUMAN,U-251 MG,2,1,Human,0.9954
no,2 - putative,non CD,94005,PIGS,U-251 MG,Q96S52,PIGS_HUMAN,U-251 MG,22,1,Human,0.995
no,2 - putative,non CD,5311,PKD2,U-251 MG,Q13563,PKD2_HUMAN,U-251 MG,2,1,Human,0.995
no,2 - putative,non CD,10908,PNPLA6,U-251 MG,Q8IY17,PLPL6_HUMAN,U-251 MG,1,1,Human,0.995
no,2 - putative,non CD,8612,PPAP2C,U-251 MG,O43688,LPP2_HUMAN,U-251 MG,17,1,Human,0.9954
no,2 - putative,non CD,6263,RYR3,U-251 MG,Q15413,RYR3_HUMAN,U-251 MG,8,1,Human,0.9037
no,2 - putative,non CD,22937,SCAP,U-251 MG,Q12770,SCAP_HUMAN,U-251 MG,12,1,Human,0.9954
no,2 - putative,non CD,84197,SGK196,U-251 MG,Q9H5K3,SG196_HUMAN,U-251 MG,1,1,Human,0.9905
no,2 - putative,non CD,114134,SLC2A13,U-251 MG,Q96QE2,MYCT_HUMAN,U-251 MG,9,1,Human,0.9096
no,2 - putative,non CD,153129,SLC38A9,U-251 MG,Q8NBW4,S38A9_HUMAN,U-251 MG,2,1,Human,0.9945
no,2 - putative,non CD,57210,SLC45A4,U-251 MG,Q5BKX6,S45A4_HUMAN,U-251 MG,7,1,Human,0.9954
no,2 - putative,non CD,84679,SLC9A7,U-251 MG,Q96T83,SL9A7_HUMAN,U-251 MG,31,1,Human,0.9896
no,2 - putative,non CD,6609,SMPD1,U-251 MG,P17405,ASM_HUMAN,U-251 MG,1,1,Human,0.9954
no,2 - putative,non CD,54868,TMEM104,U-251 MG,Q8NE00,TM104_HUMAN,U-251 MG,1,1,Human,0.9954
no,2 - putative,non CD,79022,TMEM106C,U-251 MG,Q9BVX2,T106C_HUMAN,U-251 MG,2,1,Human,0.9941
no,2 - putative,non CD,23306,TMEM194A,U-251 MG,O14524,T194A_HUMAN,U-251 MG,7,1,Human,0.9842
no,2 - putative,non CD,27075,TSPAN13,U-251 MG,O95857,TSN13_HUMAN,U-251 MG,21,1,Human,0.9954
no,2 - putative,non CD,6302,TSPAN31,U-251 MG,Q12999,TSN31_HUMAN,U-251 MG,3,1,Human,0.9905
no,2 - putative,non CD,10867,TSPAN9,U-251 MG,O75954,TSN9_HUMAN,U-251 MG,2,1,Human,0.9506
no,2 - putative,non CD,53947,A4GALT,U-251 MG,Q9NPC4,A4GAT_HUMAN,U-251 MG,1,2,Human,1
no,2 - putative,non CD,10057,ABCC5,U-251 MG,O15440,MRP5_HUMAN,U-251 MG,20,2,Human,1
no,2 - putative,non CD,444,ASPH,U-251 MG,Q12797,ASPH_HUMAN,U-251 MG,22,2,Human,0.9998
no,2 - putative,non CD,9469,CHST3,U-251 MG,Q7LGC8,CHST3_HUMAN,U-251 MG,1,2,Human,0.9998
no,2 - putative,non CD,2012,EMP1,U-251 MG,P54849,EMP1_HUMAN,U-251 MG,16,2,Human,1
no,2 - putative,non CD,2137,EXTL3,U-251 MG,O43909,EXTL3_HUMAN,U-251 MG,6,2,Human,1
no,2 - putative,non CD,138050,HGSNAT,U-251 MG,Q68CP4,HGNAT_HUMAN,U-251 MG,10,2,Human,1
no,2 - putative,non CD,3294,HSD17B2,U-251 MG,P37059,DHB2_HUMAN,U-251 MG,1,2,Human,0.9033
no,2 - putative,non CD,57462,KIAA1161,U-251 MG,Q6NSJ0,K1161_HUMAN,U-251 MG,10,2,Human,1
no,2 - putative,non CD,29956,LASS2,U-251 MG,Q96G23,LASS2_HUMAN,U-251 MG,5,2,Human,1
no,2 - putative,non CD,56262,LRRC8A,U-251 MG,Q8IWT6,LRC8A_HUMAN,U-251 MG,23,2,Human,1
no,2 - putative,non CD,4124,MAN2A1,U-251 MG,Q16706,MA2A1_HUMAN,U-251 MG,10,2,Human,1
no,2 - putative,non CD,26011,ODZ4,U-251 MG,Q6N022,TEN4_HUMAN,U-251 MG,10,2,Human,1
no,2 - putative,non CD,23646,PLD3,U-251 MG,Q8IV08,PLD3_HUMAN,U-251 MG,23,2,Human,1
no,2 - putative,non CD,10585,POMT1,U-251 MG,Q9Y6A1,POMT1_HUMAN,U-251 MG,6,2,Human,1
no,2 - putative,non CD,29954,POMT2,U-251 MG,Q9UKY4,POMT2_HUMAN,U-251 MG,3,2,Human,1
no,2 - putative,non CD,4891,SLC11A2,U-251 MG,P49281,NRAM2_HUMAN,U-251 MG,32,2,Human,0.9997
no,2 - putative,non CD,121260,SLC15A4,U-251 MG,Q8N697,S15A4_HUMAN,U-251 MG,16,2,Human,0.9998
no,2 - putative,non CD,29015,SLC43A3,U-251 MG,Q8NBI5,S43A3_HUMAN,U-251 MG,31,2,Human,1
no,2 - putative,non CD,6526,SLC5A3,U-251 MG,P53794,SC5A3_HUMAN,U-251 MG,13,2,Human,1
no,2 - putative,non CD,6535,SLC6A8,U-251 MG,P48029,SC6A8_HUMAN,U-251 MG,15,2,Human,1
no,2 - putative,non CD,54664,TMEM106B,U-251 MG,Q9NUM4,T106B_HUMAN,U-251 MG,13,2,Human,1
no,2 - putative,non CD,55362,TMEM63B,U-251 MG,Q5T3F8,TM63B_HUMAN,U-251 MG,11,2,Human,1
no,2 - putative,non CD,23555,TSPAN15,U-251 MG,O95858,TSN15_HUMAN,U-251 MG,13,2,Human,1
no,2 - putative,non CD,0,TTMA,U-251 MG,A6NKL6,TTMA_HUMAN,U-251 MG,3,2,Human,1
no,2 - putative,non CD,0,UNC84A,U-251 MG,O94901,UN84A_HUMAN,U-251 MG,8,2,Human,1
no,2 - putative,non CD,0,UNC84B,U-251 MG,Q9UH99,UN84B_HUMAN,U-251 MG,21,2,Human,1
no,2 - putative,non CD,10090,UST,U-251 MG,Q9Y2C2,UST_HUMAN,U-251 MG,4,2,Human,1
CD82,2 - putative,CD,3732,CD82,U-251 MG,P27701,CD82_HUMAN,U-251 MG,29,3,Human,1
no,2 - putative,non CD,115,ADCY9,U-251 MG,O60503,ADCY9_HUMAN,U-251 MG,37,3,Human,1
no,2 - putative,non CD,0,APMAP,U-251 MG,Q9HDC9,APMAP_HUMAN,U-251 MG,26,3,Human,1
no,2 - putative,non CD,535,ATP6V0A1,U-251 MG,Q93050,VPP1_HUMAN,U-251 MG,18,3,Human,1
no,2 - putative,non CD,55069,C7orf42,U-251 MG,Q9NWD8,CG042_HUMAN,U-251 MG,13,3,Human,1
no,2 - putative,non CD,55501,CHST12,U-251 MG,Q9NRB3,CHSTC_HUMAN,U-251 MG,11,3,Human,1
no,2 - putative,non CD,0,IKIP,U-251 MG,Q70UQ0,IKIP_HUMAN,U-251 MG,11,3,Human,1
no,2 - putative,non CD,54928,IMPAD1,U-251 MG,Q9NX62,IMPA3_HUMAN,U-251 MG,13,3,Human,1
no,2 - putative,non CD,79932,KIAA0319L,U-251 MG,Q8IZA0,K319L_HUMAN,U-251 MG,7,3,Human,1
no,2 - putative,non CD,4249,MGAT5,U-251 MG,Q09328,MGT5A_HUMAN,U-251 MG,10,3,Human,1
no,2 - putative,non CD,23231,SEL1L3,U-251 MG,Q68CR1,SE1L3_HUMAN,U-251 MG,7,3,Human,1
no,2 - putative,non CD,57515,SERINC1,U-251 MG,Q9NRX5,SERC1_HUMAN,U-251 MG,14,3,Human,1
no,2 - putative,non CD,6565,SLC15A2,U-251 MG,Q16348,S15A2_HUMAN,U-251 MG,1,3,Human,1
no,2 - putative,non CD,10560,SLC19A2,U-251 MG,O60779,S19A2_HUMAN,U-251 MG,28,3,Human,1
no,2 - putative,non CD,120103,SLC36A4,U-251 MG,Q6YBV0,S36A4_HUMAN,U-251 MG,10,3,Human,1
no,2 - putative,non CD,145389,SLC38A6,U-251 MG,Q8IZM9,S38A6_HUMAN,U-251 MG,1,3,Human,1
no,2 - putative,non CD,23505,TMEM131,U-251 MG,Q92545,TM131_HUMAN,U-251 MG,5,3,Human,1
no,2 - putative,non CD,55248,TMEM206,U-251 MG,Q9H813,TM206_HUMAN,U-251 MG,39,3,Human,1
no,2 - putative,non CD,55754,TMEM30A,U-251 MG,Q9NV96,CC50A_HUMAN,U-251 MG,34,3,Human,1
no,2 - putative,non CD,9725,TMEM63A,U-251 MG,O94886,TM63A_HUMAN,U-251 MG,4,3,Human,1
no,2 - putative,non CD,163590,TOR1AIP2,U-251 MG,Q8NFQ8,TOIP2_HUMAN,U-251 MG,12,3,Human,1
